hour,forecast_hour,ta (RMSE),ta (MAE),GHI (RMSE),GHI (MAE),rh (RMSE),rh (MAE),va (RMSE),va (MAE),WBGT (RMSE),WBGT (MAE)
9,1,0.6241260308843648,0.47294274725274554,116.26991097357131,61.24945054945053,5.423159534870733,4.295604395604396,1.1647904929073079,0.7219480451648351,0.9326498415283369,0.7262296574655627
9,2,0.8647455303449951,0.6574337362637358,104.66440718729616,60.972527472527474,7.929580175409148,6.406593406593408,1.146743130605833,0.7981343285714286,1.0487283886930663,0.8928665791014264
9,3,0.9238343643939492,0.6954767032967079,122.20130617456277,69.1087912087912,8.61070761983507,7.174725274725274,0.9685443628447166,0.755017236923077,1.2419239990347029,1.0601785856038042
9,4,0.9163898544719509,0.671948461538463,114.95114729195295,60.94615384615385,8.664021856232516,7.25714285714286,1.0127137295380546,0.7986829797802195,1.1957142291002605,0.9689344764536899
9,5,1.0645089897875295,0.8172997802197829,124.7175732482118,72.48021978021978,9.081753231520981,7.536263736263737,1.0551162558406701,0.8334811396703294,1.3185690857154306,1.1117059382101808
9,6,1.1009020297001042,0.8106118681318696,126.64344948201347,68.59780219780221,8.540864922616072,7.1582417582417595,1.1370862136887114,0.8516146626373625,1.438754065678541,1.1530462290066383
9,7,1.053518094645821,0.767082747252751,120.80028200243629,70.09670329670328,8.5093226186678,7.090109890109891,1.3161694498644105,0.968733249010989,1.3686535573852119,1.15618388664501
9,8,1.061508239640785,0.7907436263736274,133.32635370925956,75.42527472527473,8.957739608913563,7.518681318681318,1.2621636847349094,0.9084112580219782,1.449547258190898,1.1860917201534311
9,9,0.9918127078860098,0.7530003296703313,116.28477218345591,63.50000000000001,9.050796820000054,7.523076923076923,1.2512421847378599,0.9538710243956044,1.2874527004005243,1.1104080414566406
9,10,1.0424661587566058,0.770460769230772,128.7160056476665,70.82197802197803,8.741161941521968,7.246153846153846,1.1717820823325853,0.8854157959340658,1.335701438677172,1.1012224029679143
9,11,0.9615205855499231,0.7480209890109885,121.52414177013156,71.6868131868132,8.743072611005736,7.224175824175825,1.5015724596981248,0.99903886,1.238061590634948,1.0246161613246814
9,12,1.1300269801169835,0.8119886813186808,145.9897538930669,86.97032967032968,9.537375868735511,7.986813186813186,1.3234185822826068,1.012369646153846,1.3979041018026013,1.0686297928300859
9,13,1.151029778000057,0.9079478021978012,148.72576540970732,86.66483516483515,9.84217768273168,8.209890109890111,1.1653379417262062,0.8904220962637363,1.4571681657229527,1.1549253004391853
9,14,1.1168635785636414,0.8352086813186824,122.44490530505887,73.54395604395604,10.526016956429103,8.858241758241759,1.095216776334778,0.8545500248351648,1.292364977561224,0.9433723056879372
9,15,1.2425620744985817,0.9479426666666657,137.78831187328223,82.32000000000001,11.112045516265471,9.126666666666667,1.67775761042131,1.1037879234444443,1.6248033041056165,1.1687641225364003
9,16,1.121016427325369,0.8403366666666686,150.54900531056325,86.49666666666667,12.01281722901742,9.986666666666668,1.3743949875575052,0.9739761454444444,1.4005951213871615,1.1054704248644234
9,17,1.2075782187925639,0.9244613333333296,139.97355266065244,83.36777777777777,12.829116190222232,10.815555555555555,1.4346371643743092,0.953923058111111,1.409875488362533,1.160767735753224
9,18,1.2296306431282544,0.9871335555555566,157.0723845874888,96.6488888888889,13.470667722458634,11.533333333333333,1.5317392355506898,0.9490689813333332,1.5583538982067149,1.212851513188755
12,1,0.8625125969578566,0.6408113186813148,197.53403610929868,102.86864758241758,9.727507162906415,7.962637362637363,0.7859680975302389,0.6254255242857142,1.086458559546927,0.8730516948951773
12,2,1.2540490718442412,0.8013476923076924,227.6036999616755,119.09036483516483,11.828118853156472,9.457142857142857,0.8890089429061434,0.6850432814285714,1.4075555002407554,1.116826019580296
12,3,1.370155195523004,0.9607594505494503,223.97516876172156,117.06263373626373,12.882755319239148,10.267032967032968,0.96298551330272,0.7052605974725275,1.5386061802246502,1.280934448512699
12,4,1.6214409675371129,1.1074326373626362,253.1611687495485,139.4175824175824,13.983054894257698,11.194505494505494,0.8799495565798475,0.6547808872527473,1.750906929637317,1.453944356064574
12,5,1.5546744835505906,1.0856326373626368,241.61838714337836,134.22804615384615,13.176827812823205,10.894505494505495,1.0473010327743038,0.7325853649450549,1.8602425946234538,1.4690908920082306
12,6,1.5500719898851083,1.0134184615384596,203.8400839433325,109.41121076923076,13.746444095646163,11.32197802197802,1.2938585688384923,0.8185965902197802,1.696428334225143,1.3768849583115512
12,7,1.9232664242505375,1.2193280219780216,250.8150074268253,130.4823776923077,15.365445749372943,12.593406593406591,0.8406634592320228,0.6781043660439561,1.7266530658502224,1.3149091049123085
12,8,1.531854006580923,1.0718963736263731,222.98926106306226,114.14285714285712,13.844414115368052,11.627472527472529,0.7608480711210736,0.613147286923077,1.5884582445988935,1.2728592504926621
12,9,1.5418530062739586,1.032856923076926,206.57321986364826,113.95384615384614,13.302375232009764,11.259340659340658,0.8598338676483469,0.6568699724175824,1.6903675909855966,1.363688888556484
12,10,1.6959586377320053,1.1112319780219795,222.50706934752208,114.82015637362638,13.852571467555629,11.434065934065934,1.2618179463819301,0.852038698901099,1.687168411275313,1.3681614163352454
12,11,1.8098213808325612,1.1525413186813165,252.51468350299035,141.65164835164833,14.075288141410685,11.396703296703295,1.121521133010614,0.7684209086813186,1.8564655191519475,1.4481609438012129
12,12,1.5790602692006785,1.040661868131866,251.04140282842977,136.79780219780218,13.732235277415171,11.208791208791212,1.0760233014681106,0.8057587748351648,1.7477610791776763,1.368221152797934
12,13,1.6855416075210432,1.13516318681319,234.55153865561036,119.69780219780222,13.490146994531452,10.98791208791209,1.025998756390494,0.7086965424175824,1.6873796714244977,1.2647048104252991
12,14,1.6315715469310392,1.174350439560442,242.08826902598977,139.14835164835165,13.72330976001164,10.999999999999998,0.9478605744189378,0.7133583385714287,1.5676819654443586,1.2027839117016073
12,15,1.8948379651615557,1.31615472527473,292.26404270683156,163.66483516483515,14.207342166238254,11.923076923076923,1.1614403409392124,0.8799453034065933,1.7798492144440796,1.3163117513507914
12,16,1.624987799583955,1.1507840659340673,262.46615626936205,148.87802197802196,13.306302728695613,11.223076923076924,1.2366092461086977,0.8501691840659341,1.5587210235891418,1.181576310086309
12,17,1.8175177677823093,1.23256021978022,280.81086376561575,155.56593406593407,13.619701308628752,10.75164835164835,1.504168190567666,0.9369641132967034,1.7415751603622913,1.281692619915844
12,18,1.6804808865073884,1.2009958888888879,244.31854652024643,137.11804377777779,13.022053942788324,11.185555555555554,1.2698060369023703,0.8741345752222224,1.718486958997178,1.2184552286428103
15,1,0.64905660379059,0.49312648351648225,188.19495386258544,104.37362637362638,7.817133900451139,6.763736263736264,0.8546836060827354,0.6468201192307692,0.9027083116087931,0.7634098121364844
15,2,1.095835997311319,0.7877372527472521,228.21030882706648,123.54945054945055,11.581218216777344,9.556043956043956,1.0901499211677304,0.7606975664835164,1.3417713902345054,1.0206598589597797
15,3,1.3541324419436123,1.0227895604395603,224.51723544304792,124.73626373626374,13.61647353936957,11.494505494505495,1.0577718128267155,0.8317208401098902,1.2338039119049484,1.0010208382991204
15,4,1.499988440405639,1.1151398901098855,165.9486548422615,98.53846153846153,13.859911358199332,11.712087912087915,1.6398600294846764,0.9589465548351648,1.2458924686624586,0.9584014852322218
15,5,1.8425711938889764,1.3034964835164835,191.82758971489002,106.48351648351648,15.731531994726353,13.008791208791209,1.0503309701692913,0.8316561826373629,1.3841357744314853,1.1098197690613636
15,6,1.8102676933661066,1.2294834065934035,212.16207779136036,118.79120879120879,16.301378624366254,13.617582417582414,0.9366344489837944,0.756651448901099,1.4845564031003042,1.185945765394509
15,7,1.8436687095815518,1.234486373626373,184.18818016986248,104.51648351648352,16.30379851917479,13.246153846153842,1.3757489545833477,0.959098737912088,1.416217536370558,1.1855923440560456
15,8,1.7703891711646123,1.2308572527472543,223.50888076365058,131.86813186813185,16.65816633049705,13.885714285714284,1.2468323376733719,0.8885642434065935,1.3146701029528909,1.125928638550547
15,9,1.9759097070154867,1.3939603296703305,210.02532552679776,120.3956043956044,16.54035358459113,13.789010989010992,1.0792850915492709,0.8537183423076923,1.4286588685900135,1.1998820938819783
15,10,1.956654256380821,1.3428085714285711,195.83161639026008,109.03296703296704,17.447053342317446,14.510989010989013,1.23367510658674,0.969794470879121,1.3396759688983948,1.0850557735997828
15,11,1.868350747262597,1.294171978021977,225.42148556392345,131.43956043956044,16.852879885632618,14.340659340659338,1.2236174354912814,0.9946171126373627,1.485557324356066,1.2016784349364837
15,12,2.0614953496340083,1.440144395604395,203.50362472134316,116.27472527472527,16.761291093495128,14.074725274725274,1.2015310162995088,0.9845754576923078,1.4577284767644754,1.1790355698450565
15,13,1.8678268183343498,1.3075319780219803,173.74248343295474,100.25274725274726,16.243991281309306,13.57802197802198,1.3458690515834228,1.0864493071428571,1.2743912083090518,1.0686113313646164
15,14,1.849542223769002,1.30977747252747,214.73044692163435,117.71428571428571,15.624466584301558,13.230769230769228,1.7629490214202033,1.1947811917582418,1.5301386340114855,1.1921948165633
15,15,1.8318214678430165,1.2707953846153859,250.6290985798438,144.74725274725276,15.730403821758818,13.330769230769233,1.2781448618323024,1.000543436813187,1.575272444330296,1.2323931914485715
15,16,1.831180339413007,1.3643580219780203,234.5112054774899,139.04395604395606,16.36429039097021,13.627472527472532,1.2520078765485465,0.9581103459340657,1.617557327994444,1.263257994667079
15,17,1.917364697833407,1.404055494505492,216.09773429916095,116.01098901098901,15.755787354646394,12.984615384615386,1.7705982117436292,1.062854195054945,1.5167108370185902,1.1757274111958222
15,18,2.1477096889354605,1.592177802197804,228.5911461275613,123.4065934065934,16.939186637971847,13.94945054945055,1.5429309951387944,1.1825478418681317,1.5366866791899947,1.0984344897295375
18,1,0.7773185573870258,0.4713976923076901,100.56869884220033,50.16153846153847,6.116775707425036,4.778021978021979,1.1600556205315786,0.7700619680219781,0.8349804163640026,0.6341220933714088
18,2,1.182206290103106,0.7147587912087904,110.13545705674854,57.33846153846154,8.681058070924836,6.295604395604395,1.2673551724156278,0.8531363024175825,1.0357234781238085,0.7539693347509
18,3,1.549562382220678,0.8773364835164831,107.46539233376737,55.17582417582418,10.323524826102993,8.096703296703296,1.2381806820623784,0.9130049498901099,1.2619770364989018,0.8320341968983326
18,4,1.394405627841108,0.9486447252747241,108.90745188885411,58.616483516483534,11.679088102292015,9.463736263736264,1.1425547863190801,0.8605312456043956,1.168467811636152,0.8923797026897811
18,5,1.3879284431146304,1.0464901098901085,102.00258783933597,56.11953725274725,13.19560782738203,11.137362637362637,1.3482069921632085,0.9908660390109889,1.0942224765803386,0.8592231237267415
18,6,1.7462206655080192,1.2776132967032972,102.74206795403977,53.58681318681318,15.242194904097818,12.770329670329671,1.497705983052385,1.0718542713186814,1.066531650437387,0.8756175138141552
18,7,1.9794053957613724,1.371600879120877,113.02424858954281,56.74615384615386,15.706144244625001,12.926373626373627,1.2514041283458113,0.9146633223076925,1.3160225821684925,0.9836196574137396
18,8,2.0291358869222176,1.416594725274726,122.62599530798812,66.91428571428573,15.252144507836007,12.454945054945055,1.2667872831489346,0.915679169120879,1.391239910107967,1.0615626468926171
18,9,2.138100371461793,1.5120838461538455,114.59768470898241,62.39230769230769,16.528317359164987,13.725274725274724,1.4189506609906835,0.9705655987912084,1.2800297951790007,1.0140782726683313
18,10,2.129165916792741,1.508869340659339,111.75093676623864,62.824175824175846,16.584276944088995,13.742857142857142,1.4644952446124146,1.0207069471428571,1.2110502605646556,0.9794204532730555
