hour,forecast_hour,ta (RMSE),ta (MAE),GHI (RMSE),GHI (MAE),rh (RMSE),rh (MAE),va (RMSE),va (MAE),WBGT (RMSE),WBGT (MAE)
9,1,0.912344116769758,0.6906450549450537,78.09479939347877,31.262637362637363,3.8917353964015073,2.5945054945054946,1.445156746566493,1.0698085559340662,0.6022924914863338,0.3551943353002397
9,2,1.0398085730831133,0.827823296703296,116.6646786853127,49.17362637362636,4.542969450543492,3.216483516483517,1.6696498191344724,1.27438719989011,0.7521676412771743,0.4927180367312522
9,3,1.253646280970076,0.9334192307692294,101.5418497603193,40.149450549450556,6.039685604218336,3.832967032967033,1.3040105122258274,1.028412618901099,0.8017520052643871,0.5069399635043477
9,4,1.2932812983286295,0.9628079120879103,97.51558962432736,37.62527472527472,5.120943851875936,3.407692307692308,1.3691028178586013,1.0860066706593408,0.8513900601903563,0.5469116486168111
9,5,1.2889357973848823,0.983062197802193,121.55100860259323,48.60439560439559,5.350505778700934,3.6659340659340662,1.4484354242176838,1.0888299013186813,0.9708761280401197,0.5618619727836025
9,6,1.2355685200606317,0.9452578021977979,111.10567388405853,43.241758241758234,5.520720211018818,3.6999999999999993,1.5472441242530284,1.0817148512087913,0.9833173847035493,0.5707964375431636
9,7,1.1787617115370297,0.8701170329670309,112.98913834796416,43.52637362637362,4.407947368106838,3.1527472527472518,1.3502129988126355,0.9991553447252747,0.9807224521250729,0.538423596882307
9,8,1.274229342540935,0.9535970329670325,105.99158529735345,38.79450549450549,4.828703099836812,3.321978021978022,1.334992665493002,0.943437650989011,1.0069742362201828,0.5760857715150985
9,9,1.3803395693598937,1.0192421978021968,118.51805841151636,45.13441978021977,5.60222679431537,3.682417582417582,1.3339129599213815,0.9628653064835163,1.0508182701743898,0.6091115426430085
9,10,1.5493048449823252,1.071809230769229,111.44835101990044,40.17362637362637,7.0932718469339315,4.09010989010989,1.3923855710256146,0.9851682231868132,0.991413821067333,0.5952914420939348
9,11,1.5001156659188524,1.0401825274725256,113.772898914779,44.38461538461539,6.929202418305166,4.1692307692307695,1.2460757289567823,0.8838742725274723,0.9558102903897545,0.5998566575842628
9,12,1.383870145771718,0.9911136263736262,117.73014029578803,46.82857142857142,5.83455978734368,4.093406593406593,1.1564240507824055,0.8015994082417582,1.0085236996020805,0.5998178834389873
9,13,1.3808780314509859,0.9448212087912105,118.04610200172729,46.87912087912089,5.893580042239667,4.037362637362637,1.1120771994282124,0.7865943983516485,1.0038811324593346,0.6057910464552979
9,14,1.1691442967885437,0.7973473626373595,97.58326171548565,36.51868131868131,5.894185997356087,4.00989010989011,1.0359014119685384,0.734435176043956,0.8648912625511195,0.5534095300941553
9,15,1.3342839134655624,0.8576987912087908,123.58433618448278,50.507986043956045,6.69583272074324,4.110989010989011,1.1778458967102872,0.8872337947252747,1.0531191663062545,0.6389324945369119
9,16,1.4438076940765774,0.9381870329670328,113.23610799495958,43.996703296703295,6.841173024536681,4.082417582417583,1.2756609118617712,0.8870342173626374,1.2058628944997514,0.7088088797050759
9,17,1.4915023905724487,0.965475666666663,125.40252079692107,50.651111111111106,7.6224886574748885,4.214444444444445,1.3182021976847182,0.8648700620000002,1.0756409230028703,0.6722975028492887
9,18,1.4633299700037272,0.9300228888888872,119.7189621108072,46.67888888888887,6.635870536544379,3.854444444444445,1.1936010974188562,0.8775206185555555,1.1139701021743393,0.6428417618969532
12,1,0.791553455426606,0.6989206593406577,143.66126979656153,48.97802197802198,2.649839306759629,1.6406593406593404,1.119578838217865,0.8931796290109889,0.7459408931854317,0.47521802817177766
12,2,1.3097527848309896,1.1344346153846183,180.3823472759771,65.96703296703296,4.143112913665837,2.678021978021978,1.2349669644937489,0.9972090952747251,1.015639608621598,0.7010738361216285
12,3,1.5333876717929444,1.3508342857142828,184.56024359672784,62.15384615384615,5.265646490891025,3.303296703296703,1.4016829054941051,1.1047973816483516,1.0287827146648383,0.7605384611290086
12,4,1.6112726562391486,1.4095957142857147,162.58100263432507,56.67032967032967,4.873273151465164,3.4043956043956034,1.6233679372929928,1.175479022967033,0.9901903978997753,0.7751060404383748
12,5,1.8253039029466014,1.5784180219780226,181.02297832407544,60.043956043956044,5.1072454458304675,3.6329670329670334,1.6416005828485982,1.2796418345054945,1.1042488886381885,0.8419732296249672
12,6,1.8831894488317453,1.6178287912087919,129.0648955089929,42.934065934065934,5.675472580410289,3.912087912087912,1.8876578174682572,1.4372643614285716,1.0993865605432191,0.856944883883209
12,7,1.9264903440758772,1.6546991208791237,170.03367475135786,65.25274725274726,5.679043798170469,3.7571428571428576,1.9071820914261377,1.422862088021978,1.1968997610429994,0.9336618970534089
12,8,2.016108772660296,1.7328437362637363,191.84022083408456,72.97802197802197,5.733629347499321,3.997802197802198,1.893157065915549,1.499004637692308,1.2779152324557865,0.9525682170828569
